Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99
0,0,0.0003778606,3.30E-05,0.0009029412,0.0012282912,0.0010330941,0.0008152278,0.0001458207,0.0001161753,0.0046035211,0.0026825348,0.0013219674,0.0026185613,0.0024509494,0.0021972215,0.0034052653,0.0027725301,0.0024341073,0.0001612005,3.70E-06,0.0004836207,0.0006689183,0.0013391395,0.000579692,0.0002153887,0.0011375683,0.0012806617,0.0016039495,0.00262436,0.0039597357,0.0025587988,0.0012554016,0.0013842651,0.0012604236,0.0008230929,0.0015339221,0.0033977684,0.0030214894,0.0037347045,0.000509576,0.0008693567,0.000894624,0.0018199537,0.0054247154,0.0066252852,0.0059308512,0.0002626018,0.0009147275,0.0006305583,0.0014442615,0.0057504878,0.0101856745,0.0108427682,0.0047297918,0.0093167377,0.0086098619,0.0096592461,0.0138401447,0.0185739085,0.0206353238,0.0264775274,0.0356520357,0.0315599586,0.028786315,0.0317668819,0.0320146071,0.0307561605,0.0547156533,0.0602913475,0.0542059326,0.0506843293,0.053003608,0.045806695,0.0366964701,0.0400458664,0.0533826256,0.0519764824,0.0501934231,0.0502093795,0.0379749725,0.0243880195,0.0320514638,0.0449091097,0.0342595683,0.031154941,0.031651452,0.0227174929,0.0156210834,0.0583336972,0.0469736288,0.0269298274,0.0192861609,0.015918946,0.01754197,0.0408972902,0.0254800804,0.0228761708,0.021358047
0,0,0.0003818598,4.95E-05,0.0009026288,0.0011848044,0.0009853202,0.0007844274,9.18E-05,6.58E-05,0.0045277083,0.0026498281,0.0012892139,0.0023992493,0.002350614,0.0020759903,0.003343035,0.0027417499,0.0024206918,0.0001346975,0,0.0003721105,0.0004795058,0.0011654951,0.0005329207,0.0002368097,0.0011017136,0.0012588454,0.0013991764,0.0024379374,0.0037744356,0.0023464465,0.0011719885,0.0011706194,0.001120906,0.0008238649,0.0012651242,0.0028559613,0.0024732203,0.0033160456,0.0004154463,0.000853484,0.0008558061,0.001514226,0.0046270677,0.005605215,0.0050618631,0.0001869217,0.0008279888,0.0006541268,0.0009889945,0.0047532014,0.0091357186,0.0098336668,0.0043410974,0.0086648675,0.00798862,0.0087428286,0.0126429166,0.0172768829,0.0193719827,0.0257457676,0.0347832241,0.0305586768,0.0276261642,0.0306692741,0.0310202404,0.0295702511,0.0539966698,0.0596200153,0.0536666501,0.0501750709,0.0523479957,0.0451028644,0.0359775199,0.0394343581,0.0529334145,0.0515984406,0.049835325,0.0497386532,0.0374721448,0.0240024386,0.0319451174,0.045115723,0.0340997783,0.0308825591,0.0313519922,0.0224891227,0.0155385767,0.0585837171,0.0471794959,0.0269626215,0.0191295173,0.0159075674,0.0175564394,0.0408110656,0.0254039101,0.0228337571,0.0213396886
0,0,0.0003776106,3.35E-05,0.0008906937,0.0011075883,0.0009671082,0.0007679203,5.56E-05,2.43E-05,0.0044989446,0.0026343432,0.0012295553,0.0023413797,0.002277285,0.0019986933,0.003277807,0.0027185779,0.0024150959,0.0001085063,0,0.0002514918,0.0003084126,0.0010010324,0.0005055597,0.0002507613,0.0010745217,0.0012487124,0.0013070635,0.0022552955,0.0035837549,0.0021045792,0.001112901,0.0010040524,0.0010188052,0.0008257824,0.0011115745,0.0024543023,0.0019504261,0.0029946647,0.0003255842,0.0008473961,0.0008187402,0.0012580239,0.0039888539,0.004716595,0.004355796,0.0001425615,0.0008086267,0.0006765869,0.000773614,0.003867608,0.0082147747,0.0088548428,0.0040009133,0.0082066405,0.0074383947,0.0077344544,0.0114484754,0.0160035302,0.0181251041,0.0250002523,0.0338665297,0.0295139738,0.0263640723,0.0294765199,0.0299418694,0.0283388193,0.0531511662,0.0588358447,0.0530119211,0.0495366848,0.0515509177,0.0442888385,0.0351856289,0.0387088024,0.0523363343,0.0511124042,0.049364383,0.0491676742,0.0369119244,0.0235669941,0.0317460764,0.0452467464,0.0338904699,0.0305435069,0.0309981502,0.022237816,0.015436667,0.0587211814,0.0472820453,0.0269361491,0.0189416094,0.0158695583,0.0175514816,0.0406314497,0.0252981964,0.0227575107,0.0212921087
0,0,0.0003816098,4.10E-05,0.0008888191,0.0010364784,0.0009529632,0.0007213106,2.46E-05,1.04E-05,0.0044912348,0.0026204039,0.0011606032,0.0022678732,0.0021970315,0.0019373995,0.0032034029,0.0026994247,0.0024065152,7.89E-05,0,0.0001506584,0.000188248,0.000854603,0.0004778394,0.000247182,0.0010479206,0.0012460928,0.0012944395,0.0021291207,0.0033944681,0.0018954286,0.0010590349,0.0008185895,0.0009465964,0.000829941,0.001004839,0.0021122042,0.0014784745,0.0027251408,0.0002352583,0.0008398644,0.0007868478,0.0010943612,0.0034432163,0.0039511885,0.0037816892,0.0001197322,0.0008000691,0.000695586,0.0007177143,0.0031159732,0.0073233746,0.0079298485,0.0036702353,0.0078028314,0.006925322,0.0067274342,0.0102270644,0.014746108,0.0168829,0.0242360901,0.0329065624,0.0284416364,0.0250426914,0.028203666,0.0288035718,0.0270345954,0.0521777211,0.0579236416,0.0522241848,0.0487839644,0.0506470967,0.0433649666,0.0343151327,0.037854716,0.0516439578,0.050517626,0.0487933679,0.0484969605,0.0362891286,0.0231014016,0.0314462598,0.0452983951,0.0336256317,0.0301643438,0.0305956658,0.0219295684,0.015319758,0.0587459191,0.0472971132,0.0268733138,0.0187453709,0.0158253081,0.0175223665,0.0404054892,0.0251595762,0.0226248986,0.021208215
0,0,0.0003917953,2.47E-05,0.0008887566,0.0009955399,0.0009362764,0.0006824251,0,0,0.0044437343,0.0026093605,0.0011144755,0.0021746244,0.0021203837,0.0018786051,0.0031485628,0.0026816815,0.0023920012,5.56E-05,0,7.81E-05,0.0001062891,0.0007088567,0.0004502393,0.0002452934,0.0010206116,0.0012326743,0.0012878293,0.0020308815,0.003200101,0.0016997762,0.000968435,0.0006202198,0.0009066521,0.0008324562,0.0009375023,0.0017726429,0.0011264439,0.0024633401,0.0001538301,0.0008298062,0.0007675671,0.0009896856,0.0028314278,0.0033335087,0.003281036,0.0001149836,0.000800287,0.0007164246,0.0007012525,0.0024967558,0.0064102361,0.0070560755,0.0033542545,0.0074330831,0.0064625682,0.0059648833,0.0090840713,0.01347709,0.015675557,0.0234668043,0.0319694241,0.0273714696,0.0237100105,0.0268586589,0.0275956795,0.0256817598,0.0510259245,0.0568804947,0.0513088998,0.0479084576,0.0496165055,0.0423182137,0.0333461821,0.0368563791,0.0508190849,0.0497962284,0.0480912936,0.0477125066,0.0356019698,0.0225860064,0.0310549156,0.0452773323,0.0332957578,0.0297266279,0.0301308699,0.0215590921,0.0151829077,0.0586354258,0.047234149,0.0267945369,0.0185150774,0.0157406999,0.0174745563,0.0401597992,0.024964558,0.0224582623,0.0210737656
0,0,0.0003876086,2.50E-07,0.0008888191,0.0009514338,0.0008988478,0.00067203,0,0,0.004384395,0.0025955217,0.0010754098,0.0020972111,0.00203222,0.001797232,0.0031211618,0.0026667358,0.002376395,4.10E-05,0,4.68E-05,5.42E-05,0.0005750976,0.0004057262,0.0002306312,0.0009902733,0.0012107866,0.0012761266,0.0018981617,0.0030149573,0.0015036747,0.0008925395,0.000466298,0.000889532,0.0008284469,0.0008924954,0.0015339542,0.0009065671,0.0022006746,0.0001258946,0.0008209029,0.0007540324,0.0008840276,0.0022680707,0.0028335948,0.0028115635,0.0001091542,0.0007969954,0.000733197,0.0006899226,0.0019931428,0.005395014,0.0062243035,0.0030829623,0.0070937742,0.0060267708,0.0054178255,0.0081215188,0.0122352895,0.0145215325,0.0226886341,0.031045732,0.0263053664,0.0223521614,0.0254844597,0.0263517333,0.0243049696,0.0496842802,0.055684159,0.0502713822,0.0469210546,0.0484486351,0.041173967,0.03231477,0.0357522276,0.0498370217,0.0489507382,0.0472634546,0.0468149644,0.034831328,0.0220163638,0.0305922675,0.0451563393,0.0329032357,0.0292176497,0.029600579,0.0211480243,0.0150143042,0.0584008827,0.0470527313,0.0266525025,0.0182310533,0.0156042769,0.0174123643,0.0398475184,0.0247196902,0.0222633269,0.020886504
0,0,0.0003934824,8.25E-06,0.0008928808,0.0009187638,0.000866002,0.0006633673,0,0,0.0043802945,0.0025897493,0.0010317721,0.002036591,0.0019598508,0.001685702,0.0031091227,0.0026697099,0.0023680848,3.70E-05,0,2.42E-05,2.16E-05,0.0004209182,0.0003467223,0.0001992603,0.0009270218,0.0011913192,0.0012625388,0.0017390205,0.002885889,0.0013567364,0.0008544118,0.0003413965,0.0008827586,0.0008234416,0.0008832069,0.0013312711,0.000755096,0.0019406796,0.0001293015,0.0008047327,0.0007471504,0.0008156829,0.0018056163,0.0023811292,0.002337665,0.0001060563,0.0007910415,0.0007446933,0.0006894627,0.0015721408,0.0044105959,0.0054659688,0.0028433292,0.0067384317,0.0055870433,0.0049569155,0.0074398062,0.0111230247,0.013393139,0.021912895,0.0300829587,0.0252152577,0.0210479037,0.0241092215,0.0250938917,0.0229317038,0.0482169159,0.0543473564,0.0491430099,0.0458303741,0.0471822778,0.0399395503,0.0312490235,0.0345493977,0.0487435823,0.0480063001,0.0463482355,0.045795104,0.0339702021,0.0214106381,0.0300428727,0.0449016709,0.0324460422,0.028683545,0.0290146105,0.0207035539,0.0148400967,0.0580735958,0.0467761696,0.0264394354,0.0179066026,0.0154485987,0.0173492761,0.0394645569,0.0244667297,0.0220194393,0.0206733314
0,0,0.0003921702,3.97E-05,0.0008951303,0.0009209446,0.0008593622,0.0006633673,0,0,0.0043933356,0.0025902582,0.0009878599,0.0019557242,0.0019042094,0.0015579941,0.0030893607,0.0026688379,0.0023678443,2.27E-05,0,1.58E-06,7.89E-07,0.0002759721,0.0002910112,0.000167,0.0008332593,0.0011812569,0.0012499303,0.0015817049,0.0027820457,0.0012467814,0.0007733506,0.0002502823,0.0008793719,0.0008164689,0.0008812396,0.0011553274,0.0006565035,0.0017000259,0.0001173109,0.0007760258,0.0007436132,0.0007583693,0.0015021711,0.0019262231,0.0018805167,0.0001023775,0.0007864188,0.0007538178,0.0006908665,0.0012378675,0.0035715976,0.0047889065,0.0026136141,0.0063536944,0.0051642234,0.0045448,0.0069348556,0.0102015563,0.012332399,0.0211503547,0.0291897219,0.0241382302,0.0198137946,0.0227378429,0.0238283694,0.0215359754,0.0465979676,0.0528780596,0.0478991615,0.0446149135,0.0458163798,0.0386258841,0.0301362753,0.033231291,0.0475324671,0.0469716615,0.0453550226,0.0446648922,0.0330520045,0.020767953,0.0293515825,0.0445501721,0.0319258413,0.0281097476,0.0283630405,0.0202252295,0.0146399977,0.0576188833,0.0464174834,0.0261618399,0.0175653809,0.0152974321,0.0172371391,0.0390125557,0.0241533049,0.0217232338,0.020421999
0,0,0.0003897332,2.67E-05,0.0008843825,0.0009422229,0.0008653928,0.0006633673,0,0,0.004336673,0.0025660814,0.0009825986,0.0018861439,0.0018477979,0.0014417967,0.0030424609,0.002672986,0.0023545983,9.18E-07,0,0,0,0.0001623241,0.000257301,0.0001584248,0.000777905,0.0011812079,0.0012496365,0.00145185,0.0026792277,0.0011299831,0.0006958913,0.0001945794,0.0008767074,0.0008147009,0.0008850247,0.001019036,0.0006049998,0.0015187462,0.0001072529,0.0007622378,0.0007497251,0.0007314614,0.001248825,0.0015148669,0.0015598913,0.000105185,0.0007911868,0.0007691381,0.0006981515,0.0010003503,0.0029058718,0.0042186321,0.0024635319,0.0059948037,0.0047761908,0.0041787597,0.0065938685,0.009374068,0.0113488313,0.0204099225,0.0283605038,0.0230825473,0.0186247322,0.0212538391,0.0225490508,0.0201028738,0.0448245688,0.0512872341,0.0465000661,0.0432589265,0.0443487864,0.0372643493,0.0289731181,0.0318176997,0.0461803351,0.0458222517,0.0442612708,0.0434551992,0.0321068669,0.0200858501,0.0285514251,0.0440775327,0.0313354209,0.027461883,0.0276635908,0.019691536,0.0143731567,0.0569604919,0.0458969164,0.0258426421,0.0172102615,0.0151065199,0.0170766699,0.0385030745,0.0237808713,0.0213916208,0.0201258036
0,0,0.0003897332,2.50E-06,0.0008805083,0.0009249878,0.0008665198,0.0006633673,0,0,0.0042913895,0.0025422014,0.0009779663,0.0018468666,0.001771481,0.001338318,0.0029664513,0.0026738327,0.0023386567,0,0,0,0,5.96E-05,0.000231388,0.0001587891,0.0007313062,0.0011859575,0.0012551941,0.0013707244,0.0025563769,0.0010176857,0.0006574356,0.0001600167,0.0008715277,0.0008190837,0.0008881375,0.0009397497,0.0005686965,0.001398684,0.0001066945,0.0007608903,0.0007551152,0.0007336512,0.0010526989,0.0011919679,0.0013213415,0.0001142852,0.0007966566,0.0007867819,0.0007054849,0.0008462203,0.002426277,0.0036957504,0.0023921684,0.005750908,0.0043870296,0.0038582825,0.006289289,0.0087045842,0.0105367863,0.0197047759,0.0276046394,0.0220797599,0.0175523077,0.0197604821,0.0213023161,0.0187289098,0.0429035043,0.049563631,0.0449571741,0.0418081801,0.0427864906,0.035828836,0.0277747519,0.0303136776,0.0447083797,0.0445418962,0.0430397935,0.0421830786,0.0311029265,0.0193683499,0.0276736807,0.0434396767,0.0306738215,0.0267455067,0.0269102784,0.0191436385,0.0140585233,0.0561097372,0.0452470896,0.0254869231,0.0168092637,0.0148815831,0.0169088465,0.0379510815,0.0233944741,0.0210367087,0.0197804076
0,0,0.0003796102,0,0.0008880068,0.0009040993,0.0008651187,0.0006633673,0,0,0.0043225499,0.0025314057,0.0009415938,0.0018784979,0.0017279194,0.0012582738,0.0028843863,0.0026771499,0.0023309088,9.87E-06,0,0,0,1.67E-05,0.0002005395,0.0001386892,0.0006704095,0.0011660532,0.0012372239,0.0013196321,0.0023795042,0.0009693854,0.0006102719,0.0001393595,0.0008393292,0.0007902469,0.0008619653,0.0008685305,0.0005389275,0.0013066718,0.0001039514,0.000734373,0.0007298252,0.000706003,0.0009320264,0.0009886018,0.0011297132,0.00011414,0.000754326,0.0007628212,0.000677434,0.0007549181,0.0021155254,0.0032797233,0.0023520217,0.0056238851,0.003968557,0.0035009669,0.0059624194,0.008151105,0.0098818828,0.0189933531,0.0268695955,0.0211077815,0.0165406285,0.0183972716,0.0200806084,0.0173932322,0.040863438,0.0476971263,0.0433086252,0.0402810703,0.041144166,0.0343292824,0.0265445966,0.0287102483,0.0431005807,0.0431211289,0.0416823102,0.0408024432,0.0300451274,0.0186349246,0.0267105553,0.0426412371,0.029905741,0.0259840977,0.0260698541,0.0185645857,0.0137818199,0.055074215,0.0444969443,0.0250533134,0.0163493854,0.0146137637,0.0167229665,0.0373038986,0.0229730447,0.0206240055,0.0193922392
0,0,0.0003764859,0,0.0008937556,0.0009157469,0.000869596,0.0006648293,0,0,0.0043324561,0.0025167828,0.000906913,0.0018226215,0.0017134561,0.0012007732,0.0028247354,0.0026832039,0.0023201659,1.81E-05,0,0,0,6.35E-06,0.0001746242,0.0001204318,0.0005700257,0.0011142972,0.0011824565,0.0012572016,0.0022031006,0.0009516903,0.0005449153,0.0001085737,0.0007799623,0.0007373297,0.0008093967,0.0008019404,0.0005176611,0.0012104117,8.60E-05,0.0006824214,0.0006780901,0.0006600671,0.0008096739,0.0008349423,0.0010130068,9.61E-05,0.0006824198,0.0007150692,0.0006208722,0.0006732707,0.0018964851,0.0029510119,0.0022893382,0.0054986132,0.0036274391,0.0031394983,0.0056687516,0.0076160007,0.0093219605,0.0182790233,0.0261456254,0.0202011764,0.0156322962,0.0171128706,0.0189313775,0.0161093384,0.0387193638,0.04568094,0.0415612021,0.0386753708,0.0394313593,0.032785425,0.0252999305,0.0269724433,0.0413668645,0.0415920111,0.0402156391,0.0393145448,0.028937858,0.0178584117,0.0256553002,0.0417261339,0.02909333,0.0251782398,0.0251591706,0.0179463726,0.0135022719,0.0538994495,0.0436377601,0.0245373725,0.0158341275,0.0142825693,0.0165224515,0.0365832783,0.0225128626,0.0201627937,0.018968935
0,0,0.000378423,0,0.0008861321,0.0009254506,0.0008668548,0.0006684842,0,0,0.0042787743,0.0024944705,0.000920431,0.0016529777,0.0016673773,0.0011608131,0.002755103,0.0026787027,0.0023057644,3.47E-05,0,0,0,0,0.0001442939,0.0001142343,0.000455071,0.0010572285,0.0011164761,0.0011903889,0.0020805706,0.0009579014,0.0004706029,6.95E-05,0.0007301828,0.0006900653,0.0007652451,0.0007438541,0.0004965562,0.0011009777,5.93E-05,0.0006387474,0.0006301811,0.0006213741,0.0007045472,0.0007447834,0.000933715,6.58E-05,0.0006427999,0.0006953198,0.0005904736,0.0006307798,0.0016865937,0.0027131938,0.0022316196,0.0053587903,0.0033687276,0.0028875072,0.0054333705,0.0071135372,0.0088352598,0.017576966,0.0254515105,0.0193834071,0.0148325599,0.0159069478,0.0178590702,0.0149122972,0.0364883415,0.0435824327,0.0397361321,0.0370079829,0.0376914542,0.0312128311,0.0240474462,0.0251265756,0.0395504944,0.0399458369,0.0386730177,0.0377925277,0.0277758339,0.0170150988,0.0244810638,0.0406828141,0.0282589573,0.0243342395,0.0242097797,0.0173063267,0.0131732167,0.0525496483,0.0426441048,0.0239747543,0.015272653,0.01391067,0.0162928616,0.0357982932,0.0220291577,0.0196830702,0.0184755325
0,0,0.0003741738,1.20E-05,0.0008814456,0.0009397451,0.0008697787,0.0006666568,5.12E-06,0,0.0042679806,0.002484068,0.0009396663,0.0015864984,0.0016167936,0.0011216839,0.0026599742,0.0027084108,0.0022993358,7.18E-05,0,0,0,0,8.56E-05,8.44E-05,0.0003800662,0.0010108586,0.0010616108,0.0011389511,0.0019582667,0.0009489006,0.0004116,4.80E-05,0.000685807,0.0006421783,0.0007254762,0.0006942489,0.0004751722,0.0009914123,4.20E-05,0.0005992363,0.0005881914,0.0005845098,0.0006409272,0.0006895942,0.0008668662,4.31E-05,0.0006184762,0.0006778696,0.0005710631,0.0006027243,0.0015178659,0.002548925,0.0022342958,0.0052541103,0.0031720979,0.0027203842,0.0052661981,0.0066662442,0.0083957607,0.016916646,0.0247653033,0.0186368561,0.0140860637,0.0148533565,0.0168021454,0.013880353,0.0341793006,0.0414179468,0.0378398867,0.0353013493,0.0359137427,0.0296223478,0.0227766467,0.0232360743,0.0376459291,0.0382008206,0.0370733508,0.0362378006,0.0265790157,0.0161270768,0.0232284865,0.039512736,0.0273685272,0.0234510837,0.0232185772,0.0166157974,0.0128225254,0.0510751862,0.0415736509,0.0233787258,0.0146687232,0.0135356854,0.0160288378,0.0349689585,0.0215311888,0.0191455298,0.0179424283
0,0,0.0003847967,2.47E-05,0.0008879443,0.000943572,0.0008695046,0.0006637328,2.00E-05,0,0.0042693747,0.0024784165,0.0009253621,0.001603195,0.0015855025,0.0010620007,0.0026154019,0.0027368685,0.0022909136,9.52E-05,0,0,0,0,2.70E-05,3.70E-05,0.0003128445,0.0009811123,0.0010266253,0.001104039,0.001820056,0.0009177978,0.000351422,2.35E-05,0.0006696206,0.0006168528,0.0007090657,0.0006809511,0.0004494801,0.000874419,2.01E-05,0.0005769782,0.0005674252,0.0005627089,0.0006132443,0.0006465425,0.0008091138,2.02E-05,0.0006005904,0.0006739246,0.0005534193,0.000590934,0.0014072663,0.0023952741,0.0022421534,0.0052263732,0.0031047425,0.0025875914,0.0050982845,0.0062903397,0.0079740342,0.0162985131,0.0240980215,0.0179860862,0.0134330495,0.0139322176,0.0158005166,0.0129488821,0.0318554224,0.0392365477,0.0358912998,0.0335709849,0.0341152575,0.0280083064,0.0215065748,0.0213197625,0.0356892229,0.0363853985,0.0354012205,0.0346230676,0.0253612217,0.0151826358,0.0219359993,0.0382324673,0.0264016282,0.0225397424,0.02218394,0.015868259,0.01245971,0.0494570377,0.0404340054,0.0227202962,0.0140149693,0.0131211052,0.0157510727,0.034077556,0.020990157,0.0185454837,0.0174086661
0,0,0.0003849217,2.47E-05,0.0008880692,0.0009527426,0.0008637177,0.0006673877,1.34E-05,0,0.0042477273,0.0024719066,0.0009029561,0.0015524889,0.0015827058,0.0009772559,0.002609373,0.0027759291,0.0022824551,0.0001246327,0,0,0,0,0,5.53E-06,0.0002565895,0.000965468,0.0010082879,0.0010807317,0.0017112373,0.0009441069,0.0002946226,0,0.0006694712,0.000611947,0.0007078206,0.0006834413,0.0004256785,0.0007827055,0,0.0005717325,0.0005616742,0.0005600861,0.0006087892,0.0006340251,0.0007751054,0,0.0005936926,0.0006839445,0.0005500309,0.0005982185,0.0013514736,0.0022618139,0.0022772543,0.0052516725,0.0031033459,0.0024227295,0.0048870984,0.0059625177,0.0076074266,0.0157129264,0.0234354218,0.017366099,0.0128274243,0.0131215355,0.0149067017,0.0120496196,0.0295439818,0.0370226885,0.0338975978,0.0318553577,0.0323362023,0.0263794801,0.0202642335,0.0193768518,0.0336278322,0.0344919179,0.0336492349,0.0329788491,0.024141773,0.0142249742,0.0205805658,0.0368386715,0.0253698677,0.0216020386,0.0211329777,0.0151247909,0.0120931644,0.0476917179,0.0392139107,0.0220118842,0.013321766,0.0126316577,0.0154377367,0.0331116696,0.0204432233,0.0179284382,0.0169024094
0,0,0.0003809225,1.42E-05,0.0008908187,0.0009773965,0.0008695046,0.0006677532,0,0,0.0042468692,0.0024752596,0.0008901895,0.0014556846,0.0015868216,0.000852454,0.0025825362,0.0028094416,0.0022937195,0.00015241,0,0,0,0,0,0,0.0002346649,0.0009382189,0.000972519,0.0010535316,0.0016192202,0.0009339328,0.0002583885,0,0.0006584644,0.0006048997,0.0006911859,0.0006716128,0.0004114842,0.0007042743,0,0.0005612652,0.0005525304,0.0005483434,0.0005991641,0.000633207,0.0007547723,0,0.0005831886,0.0006907213,0.0005415842,0.0005960403,0.0013156339,0.0021506671,0.0023231708,0.0052820917,0.003056685,0.002250657,0.0047070793,0.0056751049,0.0072896921,0.0151425206,0.0227980549,0.0167413319,0.012261775,0.0123667997,0.0140585249,0.0112746091,0.0272892578,0.0348328438,0.0318528342,0.0301358707,0.0305687577,0.0247660501,0.01907874,0.0174425522,0.0315119749,0.0325537503,0.0318382443,0.031308901,0.0228976114,0.0132785156,0.019160473,0.0353939825,0.0242951397,0.0205779604,0.0200426847,0.014380337,0.01168635,0.045777771,0.0378975646,0.0212799239,0.0125375517,0.0121386441,0.0150704355,0.0321206588,0.0198877502,0.0173047463,0.016377161
0,0,0.0003745488,0,0.0008871319,0.0009715867,0.0008744388,0.0006640983,0,0,0.0042621632,0.0024815414,0.0008889672,0.0014446081,0.0015498023,0.0007713823,0.0025555129,0.0028198814,0.0023170706,0.0001748878,0,0,0,0,1.14E-05,0,0.0002053593,0.0009237253,0.0009459554,0.0010354635,0.0015642684,0.0009357106,0.0002178209,0,0.0006666074,0.000612719,0.0006969383,0.0006817978,0.0003840918,0.0006146175,0,0.0005531079,0.00054779,0.0005413171,0.0006027976,0.0006274079,0.0007275544,0,0.0005781545,0.0007147546,0.0005398658,0.0006103683,0.0012700764,0.0020076861,0.0023719144,0.0053158239,0.0030084998,0.002131145,0.0045429693,0.0053948737,0.0069998776,0.0145705036,0.0221470106,0.0161395619,0.0117698891,0.0117217467,0.0132530473,0.0106154356,0.0250745636,0.0326745892,0.0297620538,0.0284309189,0.0288256674,0.0231864651,0.017905404,0.0155230269,0.0293374375,0.0305552792,0.0300444702,0.0295853993,0.0216202635,0.0122684033,0.0176234546,0.0337514692,0.0231464828,0.0195019406,0.0189116286,0.0135906435,0.0112254249,0.0437073869,0.0364696245,0.0204789066,0.0116771341,0.0116632679,0.0146535243,0.0310650667,0.0192829285,0.0167042578,0.0158089504
0,0,0.0003812349,0,0.0008881942,0.0009452275,0.0008744388,0.0006633673,0,0,0.0042521899,0.0024726716,0.0008799453,0.0014613338,0.0015147037,0.0007391259,0.0025077099,0.0028247449,0.0023335459,0.0001809184,0,0,0,0,2.26E-05,0,0.0001769351,0.0009310701,0.0009427482,0.0010253033,0.0015113241,0.000962827,0.0001834965,0,0.0006876249,0.0006261164,0.0007217658,0.0007075466,0.000333092,0.0005303014,0,0.0005418946,0.0005417262,0.0005405471,0.0006176203,0.0006191784,0.0006787274,0,0.0005813734,0.0007325194,0.0005468603,0.0006403796,0.0012258371,0.001877859,0.0024123707,0.0053675232,0.0029749453,0.0020290648,0.0043210485,0.0051356283,0.0066999179,0.0140117831,0.0214910524,0.0155337089,0.0113209886,0.0111464926,0.0125201763,0.0100133315,0.0229340808,0.03060748,0.0277740252,0.0267637236,0.0270822078,0.0216419918,0.0167493601,0.0136562455,0.0271939229,0.0285441763,0.028265611,0.0278440135,0.0203305486,0.0112137448,0.0160653265,0.032034867,0.0219553034,0.0184332467,0.0177951494,0.012722031,0.0107412422,0.0415293552,0.0349743336,0.0196731897,0.0108359551,0.0111640201,0.0142082385,0.0299790416,0.0186700011,0.0161042992,0.0152153128
0,0,0.0003824222,0,0.000886882,0.0009373427,0.0008744388,0.0006633673,0,0,0.0042319477,0.0024663913,0.0008660106,0.0014951898,0.0014770477,0.0007242228,0.002468822,0.0028342815,0.0023406838,0.0001809184,0,0,0,0,1.47E-05,0,0.0001289004,0.0009102354,0.0009130999,0.000987796,0.0014184317,0.0010229516,0.0001381548,0,0.0006739287,0.0006084856,0.0007050813,0.0006929789,0.0002812705,0.000438653,0,0.0004929027,0.0004944187,0.0004929027,0.0006057332,0.000607941,0.0006132972,0,0.0005604623,0.0007118503,0.0005079666,0.0006434534,0.0012022481,0.0017888563,0.0024428479,0.0053561929,0.0029282572,0.0019587331,0.0041323961,0.004968478,0.0063983504,0.0134428322,0.0207843179,0.0149005151,0.0108968396,0.0106003834,0.0118250008,0.0094879058,0.0209476574,0.028623935,0.0258554263,0.0251668373,0.0253959623,0.0201752679,0.0156880917,0.0118559784,0.0250302234,0.0265361153,0.0264749674,0.0260803818,0.0190029818,0.0101867628,0.0144470231,0.0301335844,0.0206596091,0.0173542829,0.0166625532,0.0117530599,0.0101897486,0.0392343562,0.0334327935,0.0188472912,0.0099782312,0.0106532169,0.0137545969,0.0288594878,0.018003609,0.0155459462,0.0145874768
