Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99
0,0,0.0003402432,0,0.0009403086,0.001147673,0.0012644116,0.0013192066,0.0004932598,0.000433332,0.0042007852,0.0017405862,0.0013302519,0.002735401,0.0027558203,0.0027798415,0.0042165702,0.0010574842,0.0008548161,5.69E-05,2.53E-05,2.41E-05,0,0.0001062465,0.0002255117,0.0001110928,0,0.0003296326,0.0003417514,0.0003684129,0.0010302527,0.0011078861,0,0,0.0002120175,0.0001577804,0.0002416013,0.0002120175,0,0.0002767147,0,0,0,0,0,3.15E-05,0.0001024963,0,0,0,0,0,5.68E-05,3.19E-05,0,0.0003388291,0.0001950095,0.0001170057,0.0002079824,0.0004789841,0.0004091767,0.0001221995,0.0005261948,0,0,0,0.0005999305,0.0005912704,0.0003587553,0.001127295,0.0003500753,0.0002218787,0.0003266418,0.0004876277,0.000511935,0,0.0001927935,0.0001044801,0.0002650911,0.0001285445,0.0002064074,0,0,0.0001822099,0,0.0001133536,0,0,0,0,0.0002903603,1.86E-05,1.86E-05,0,0,0,1.28E-05,1.29E-05,0
0.0002775994,0.0009077249,0.0014192551,0.0007448707,0.0017277579,0.0027917145,0.0039712626,0.004200258,0.0032384575,0.0039720367,0.0067939939,0.0032458648,0.0022375318,0.0051424933,0.0057160807,0.0060702436,0.007577089,0.0033293488,0.002318433,0.0004648577,0.0004363607,0.0014057395,0.0010712844,0.0024450994,0.0018308572,0.0012801594,2.09E-05,0.0003529889,0.0003703715,0.0008645503,0.0019757474,0.0021177743,0.0007785543,0,0.000249321,0.0002072113,0.0002709361,0.0002652959,0.0003035899,0.0008932371,0,4.36E-05,0.0001100432,4.43E-05,5.55E-05,0.0002962125,0.0004726765,0,9.39E-05,7.84E-05,5.91E-05,8.53E-05,0.0002573789,0.0004011832,1.02E-05,0.0005128652,0.0003125587,0.0002534153,0.0003258967,0.0010737147,0.0012682308,0.0002504445,0.000969824,0.0002322687,9.73E-05,0.0002979642,0.0011910133,0.0016341748,0.0005205872,0.0015508675,0.0006749875,0.0003763188,0.0007819901,0.0013439413,0.0013654327,0,0.0002947501,0.000281272,0.0003985263,0.0002736232,0.0004143942,2.36E-05,0,0.0002080704,2.82E-05,0.0002270463,2.69E-05,0,0,1.26E-05,0.0003019082,6.56E-05,5.20E-05,1.32E-05,0,2.01E-05,4.50E-05,4.07E-05,6.83E-06
0.0006589037,0.0019148268,0.0027126846,0.0015479885,0.0026207306,0.0045525604,0.0067093746,0.007117608,0.0060568449,0.00760524,0.0094502035,0.0050137568,0.0032671145,0.007745949,0.0089413673,0.0093967928,0.0109897717,0.005700374,0.0039302982,0.0008750839,0.0009911993,0.0028005167,0.0022451319,0.0048402356,0.0035568549,0.0026010648,4.33E-05,0.0003889511,0.0004297053,0.0013671614,0.0030156873,0.0032920012,0.0015849464,0,0.0002845327,0.0002499684,0.0002975566,0.000319951,0.0006296334,0.0015489526,0,8.19E-05,0.0002169583,8.61E-05,0.0001136016,0.0005852353,0.000884702,0,0.000175926,0.0001494929,0.0001082829,0.000162918,0.000488375,0.0008148825,2.05E-05,0.0006900777,0.0004274486,0.0003769966,0.0004470858,0.0016917391,0.0021723659,0.0003704363,0.0014104278,0.000466401,0.0001955423,0.0006044962,0.0018050006,0.0027072955,0.0006824191,0.0019743094,0.0009945705,0.0005304351,0.0012404262,0.0022086614,0.0022280196,0,0.0003968041,0.0004648373,0.0005321805,0.0004176551,0.0006273454,4.71E-05,0,0.0002373518,6.07E-05,0.0003037524,5.77E-05,0,0,2.68E-05,0.0003173105,0.0001153806,8.78E-05,2.83E-05,0,4.30E-05,8.02E-05,7.09E-05,1.47E-05
0.002231613,0.0040929307,0.0059902296,0.0036594533,0.0049795854,0.0070741926,0.0098664871,0.0109373622,0.0099225418,0.0123967037,0.0130864546,0.0084831589,0.0054772864,0.0109579412,0.0130331448,0.0135607474,0.0151855792,0.0093345363,0.0070572302,0.0016884434,0.0026114583,0.0050400316,0.004693908,0.0077603985,0.0065624574,0.0049969101,0.0001662359,0.000658464,0.000877624,0.0023339847,0.0047882732,0.0053946801,0.0032404143,0,0.0003198631,0.0002835975,0.0004002394,0.0007092573,0.0015333697,0.0026278265,1.57E-05,0.0001107411,0.0003169189,0.0001579195,0.0003935322,0.0012331312,0.0017395891,0,0.0002083804,0.0002222743,0.0002151093,0.0003532663,0.0010548019,0.0015600726,1.75E-05,0.0008393971,0.000517773,0.000457645,0.0006848172,0.0023359397,0.0031265424,0.0003548199,0.0016421783,0.0006322239,0.0003439624,0.0009502088,0.0024037679,0.0036234286,0.0007882372,0.0021665752,0.0012103719,0.0007436195,0.0016494267,0.0028354244,0.0028386679,0,0.0005083841,0.000630132,0.0006134184,0.0006172097,0.0008944788,6.55E-05,0,0.0002779548,0.0001183467,0.0002791066,0.000110165,0,0,5.01E-05,0.0004501514,0.0001800514,0.0001369297,5.41E-05,0,8.16E-05,0.0001325462,0.0001146172,2.80E-05
0.0044388951,0.0069614248,0.0098031048,0.0066062713,0.0077354446,0.0101203348,0.0135732811,0.0154979845,0.0143744082,0.0178439934,0.0173781906,0.0122713531,0.0086777937,0.0146394031,0.0175220421,0.0182977293,0.0199780633,0.0136894327,0.0106193735,0.0029084612,0.0046027773,0.0077293099,0.0077064586,0.0110415821,0.0098958601,0.0076362247,0.0004022828,0.0010946733,0.0016967912,0.0037357795,0.0071505846,0.0078704687,0.0051893145,0,0.0003619498,0.0003616049,0.0006470576,0.0016309597,0.00288001,0.003998733,4.36E-05,0.0001723975,0.0004433923,0.0002709597,0.0009159188,0.0021625486,0.002828887,0,0.000290867,0.0003387795,0.0004409387,0.0007104294,0.0018445805,0.0024551195,9.37E-06,0.000981784,0.0006122235,0.0005839872,0.0010167242,0.0030186545,0.0039945178,0.000295403,0.0017748678,0.000751217,0.0005261703,0.0013060304,0.0029146139,0.0044156187,0.0009049311,0.002246181,0.001361768,0.0009964379,0.0020246485,0.0033477154,0.0033379416,3.51E-06,0.0005969883,0.0007882856,0.0006680037,0.0008341687,0.0011846507,7.78E-05,0,0.0002899254,0.000152078,0.0002520301,0.0001395184,2.68E-06,8.80E-06,6.13E-05,0.000619658,0.000222065,0.0001637586,6.99E-05,5.64E-06,0.0001015969,0.0001612264,0.0001393168,3.91E-05
0.007560292,0.0107251867,0.0139222805,0.0104089301,0.0108348299,0.0141989959,0.0181427684,0.0208284944,0.0195292573,0.0238129315,0.0223342729,0.0165955348,0.012922555,0.0192156823,0.0226994124,0.0237168994,0.0255149707,0.0186163478,0.0149754945,0.0047322619,0.0070476473,0.0108568988,0.011171583,0.0147008013,0.0135454117,0.0105885656,0.000758179,0.0016202078,0.0031878412,0.0058846477,0.0101310324,0.010876877,0.007542309,3.28E-05,0.0004311552,0.0005494224,0.0011071033,0.0032454866,0.0050111714,0.0062596212,8.40E-05,0.0002782455,0.0006231576,0.0004333466,0.0017636486,0.003576227,0.0043526752,0,0.0004263518,0.0004460525,0.0006914105,0.0011735354,0.0031686764,0.0036437363,9.90E-06,0.001137879,0.0007058778,0.0007464618,0.0013713152,0.0039975063,0.0052269331,0.0003364065,0.002043761,0.0008899514,0.0007274991,0.0016575769,0.0036729653,0.0054132878,0.0011587861,0.0025092945,0.0015195119,0.0012523836,0.002443844,0.0041325256,0.0040899531,2.95E-05,0.0006284295,0.0010747224,0.0007538417,0.000988126,0.0014943437,9.46E-05,0,0.000246732,0.0001368958,0.0002118969,0.0001229727,1.28E-05,4.72E-05,4.67E-05,0.0007221532,0.0002059118,0.0001450736,6.40E-05,2.68E-05,8.13E-05,0.0001401337,0.0001246423,4.71E-05
0.0106234232,0.0143692058,0.0177297276,0.0138954168,0.0137616063,0.0186465899,0.0228276467,0.0259258657,0.024444024,0.0290116647,0.0269163228,0.0206154429,0.0172915745,0.023949335,0.0277652472,0.0289035162,0.0307789206,0.0233580552,0.0194937781,0.0067760292,0.00978265,0.0140431588,0.0146054789,0.0180682904,0.0168244135,0.0132642178,0.00148753,0.0023795225,0.0052270638,0.0083638722,0.0129528542,0.0135288439,0.0097518241,0.0002559517,0.0007105164,0.0011930915,0.0021887518,0.0051069499,0.0072554988,0.0086104826,0.0001878277,0.0004215752,0.0009355775,0.0008791125,0.0029898826,0.0050148849,0.0058197154,0,0.0005383051,0.0005081766,0.0007992698,0.0016146995,0.0044714236,0.0048035815,1.15E-05,0.0012866372,0.0008240932,0.0009649399,0.0016967877,0.0047857472,0.00627474,0.0005945376,0.0025885092,0.0011119071,0.0010047796,0.0019417394,0.0043931216,0.0061811423,0.0016858977,0.0031582205,0.001827452,0.0016035647,0.0027215882,0.0047476473,0.0045540382,8.75E-05,0.0007576706,0.001480462,0.0010437625,0.0011022231,0.0015980058,0.0001048588,3.23E-06,0.0002741731,0.0001780813,0.000245358,0.0001658088,2.68E-05,0.0001142789,6.26E-05,0.0008303152,0.000209669,0.00017571,8.52E-05,5.99E-05,0.0001039023,0.0001704597,0.0001528351,7.52E-05
0.0137474697,0.0178118935,0.0213219945,0.017129359,0.0165051671,0.0232081331,0.0274699485,0.0308310156,0.0291507503,0.0338927574,0.0312540034,0.0244461564,0.0221542452,0.0293606452,0.033433321,0.0344569954,0.0365137425,0.0282083031,0.0239314102,0.009253769,0.0131271312,0.017741736,0.0184770663,0.0218387398,0.020235804,0.016104091,0.0025102324,0.0035291801,0.0075185087,0.0112578415,0.016237811,0.0164465228,0.0122808048,0.0005850143,0.00110307,0.0023994586,0.0038971812,0.0075757766,0.0100242072,0.0114381263,0.0003578569,0.0005874463,0.0013741921,0.001642469,0.0048365305,0.0071106331,0.0080473596,0,0.0006523899,0.0006243155,0.0009954435,0.002589086,0.0061021921,0.0065260891,3.69E-06,0.0014213645,0.0009657164,0.0012788424,0.0021703882,0.0057397831,0.0076154673,0.0009083264,0.0031820582,0.0013417769,0.0013238376,0.0023435093,0.0051972704,0.0071419275,0.0023510524,0.003903338,0.0022080348,0.0020015915,0.0031172409,0.0054899215,0.0051171886,0.0001354427,0.0009694004,0.0018747978,0.0014360431,0.0013648192,0.0018039719,0.0001173751,1.44E-05,0.0003643625,0.0002691939,0.0003224719,0.0002621963,4.95E-05,0.0002057201,0.0001136925,0.0010187847,0.000257984,0.0002507558,0.0001362951,0.0001117278,0.0001732185,0.0002495865,0.0002216192,0.0001282518
0.0165471483,0.0205679277,0.0239530359,0.0193332158,0.0183419287,0.0274271968,0.0311915922,0.0344340508,0.0323058021,0.0371929482,0.0339730305,0.0270829799,0.0267577454,0.0341534839,0.0382014119,0.0388026764,0.0411304629,0.0318536126,0.0271743116,0.0119811399,0.0164600345,0.0211995076,0.0217624269,0.0249231743,0.0229023917,0.0183870223,0.0036007849,0.0047982594,0.009869991,0.013936342,0.0192113084,0.0190526351,0.0145787017,0.0011612309,0.001678603,0.0038319782,0.0056515737,0.0099102442,0.0126227938,0.0139169174,0.000642938,0.000856634,0.0019785833,0.0028233243,0.006650527,0.0092786917,0.0103739866,3.44E-05,0.0007539315,0.0008144429,0.0014263501,0.0037869976,0.007774763,0.0081751248,8.76E-06,0.0015126274,0.0010628243,0.0016527388,0.0025881334,0.0066266406,0.0087880953,0.0013298572,0.0035901322,0.0016054424,0.0016395305,0.0028328248,0.0058931682,0.0080207991,0.003012292,0.0045461046,0.0026793864,0.0024072823,0.003687145,0.0061404019,0.0057450051,0.000218757,0.0012715153,0.0021304866,0.0017555813,0.0017576519,0.0021330246,0.000247178,6.91E-05,0.000424858,0.0003206901,0.0004533735,0.0003526852,9.45E-05,0.0002680871,0.0002222587,0.0013521575,0.0003008668,0.0002843419,0.000179165,0.0001971473,0.0002693323,0.0003079224,0.0002588553,0.0002152577
0.0186995097,0.0224825137,0.0256442316,0.0204706741,0.0193013871,0.0315792519,0.0345262302,0.0374168261,0.0347234658,0.0396864652,0.0359312593,0.0289258986,0.0309981428,0.0383645729,0.042213641,0.04224568,0.0448567705,0.0347283319,0.0296216637,0.014839841,0.0196669613,0.0244240804,0.0246300405,0.0275081721,0.0250281751,0.0201492804,0.0049712672,0.0063824479,0.0121111691,0.0164398939,0.0218483777,0.0214168622,0.0165532087,0.0018185581,0.0024236623,0.0053531715,0.0074145593,0.0120362352,0.0147628848,0.015790773,0.0009948296,0.0012675731,0.0029219296,0.0043178054,0.008288092,0.0111021683,0.0123042139,0.0001185619,0.0009461817,0.0011649958,0.0020949904,0.0050402176,0.0092704746,0.0097023584,4.80E-05,0.001611388,0.0011873539,0.0022023028,0.0031317111,0.007581239,0.0097526741,0.0018449726,0.0039933409,0.0019192591,0.0020894422,0.0034342678,0.0065072959,0.0088100119,0.0037265858,0.0052320214,0.0032813604,0.0029884467,0.0044502036,0.0067815695,0.0063524696,0.0003236852,0.0016369425,0.0023375985,0.0021703816,0.0022866255,0.0025563619,0.0004459015,0.0001591113,0.0004453442,0.0003476415,0.0005738833,0.0004465829,0.0001551243,0.0003135885,0.0003640905,0.001764471,0.0003247055,0.0002967751,0.0002129039,0.0002904953,0.0003754694,0.0004020344,0.0002784187,0.0003308235
0.0200491459,0.0234657862,0.0263965485,0.0206228339,0.0194502405,0.0349299906,0.0370979208,0.0395532808,0.0362344345,0.0411412464,0.0368681849,0.0297882917,0.0342824724,0.0414158573,0.0449617769,0.0444123129,0.0472243208,0.0364543188,0.0309487923,0.0174544076,0.0223483126,0.0269445105,0.0267244267,0.0293308132,0.0264265624,0.0211043089,0.0062133168,0.0079890545,0.0141147433,0.0184487564,0.02385784,0.0230960211,0.0177974303,0.0024370957,0.0034302167,0.0068504709,0.0090958101,0.0139165871,0.016335713,0.0169901644,0.0014286764,0.001830339,0.0040694754,0.0057321003,0.0097270846,0.0126083448,0.0136976294,0.0002410244,0.0012721455,0.0017072237,0.0030662478,0.0063304585,0.0106039496,0.0110742232,0.0001481936,0.001839863,0.0015235246,0.0029999376,0.0040769875,0.0086493324,0.0106361246,0.0024311287,0.0045209085,0.002400607,0.0027473694,0.0041705248,0.0072078963,0.0094937485,0.0044861373,0.0060302109,0.0039696122,0.0037821127,0.0054360106,0.0075727346,0.0069606273,0.0004285921,0.0019910677,0.0026795867,0.0026867241,0.0030388357,0.0031712544,0.0006890126,0.0003103998,0.000451269,0.0003877298,0.0006809697,0.0005942486,0.0002112681,0.0003763947,0.0007368073,0.0020294604,0.0003534765,0.0003053303,0.0002306902,0.0004095026,0.0006851363,0.0005674538,0.0002893931,0.0004237519
0.0206974123,0.0235330508,0.0261479872,0.0199813819,0.0187505817,0.0371498783,0.0385494716,0.0405035414,0.0366506816,0.0413381448,0.0366006809,0.0295634188,0.0364558489,0.0432179826,0.0463609046,0.0452753788,0.0480979715,0.0369517245,0.0311503809,0.0195806622,0.0243010042,0.0286245692,0.0279710576,0.0303013402,0.0269948701,0.0212183437,0.0074088592,0.0094352682,0.01576688,0.019801181,0.0251537697,0.0241218771,0.0182516356,0.0031414513,0.0047861884,0.0082952285,0.0105308073,0.0153457767,0.0174478655,0.017480443,0.0019146137,0.0026264791,0.0053648548,0.0070318867,0.0109735338,0.0137928818,0.0144300221,0.0004665431,0.0017722317,0.0024151536,0.0043387443,0.0074998114,0.0116969691,0.0119945234,0.000408841,0.0022158563,0.0021758646,0.0039444127,0.0053918481,0.0097786665,0.0113173819,0.0031405268,0.0052121512,0.0032250183,0.0036919816,0.0050249203,0.0079910471,0.0100295469,0.0055712452,0.0071807908,0.0050522732,0.0048483728,0.0064983144,0.0085516103,0.0076483657,0.0005870997,0.0026165182,0.0032751982,0.0034448945,0.0040333074,0.0039931124,0.0009634753,0.0004734106,0.0004662074,0.0004681935,0.0007951592,0.000745296,0.0002955627,0.0004391851,0.0013028627,0.0022508209,0.0003902037,0.0003132156,0.0002694397,0.0005854788,0.0011956747,0.0007293751,0.0002984729,0.0004593926
0.0207024928,0.0229075561,0.025193396,0.0187926118,0.0175236335,0.0383890675,0.0391122609,0.0406295241,0.0362948657,0.0407662051,0.0356566355,0.0286943715,0.0375791948,0.0438528712,0.0465749524,0.0450411809,0.0477406555,0.0365248182,0.0305661497,0.0211852127,0.0256143635,0.0295412557,0.0284468413,0.0304964505,0.0268741973,0.0207220486,0.0085233672,0.0106177792,0.0171158116,0.0207052879,0.0259066542,0.024580433,0.0181688164,0.0039113735,0.0059794684,0.0094915732,0.0116686254,0.0163809494,0.0182019967,0.0175719039,0.002337035,0.0035781852,0.0064520034,0.0081156827,0.0119934278,0.0146768307,0.0147464408,0.0007184499,0.0022806104,0.0031388012,0.0054259174,0.0084088968,0.0125750824,0.0126231597,0.0007235239,0.0026631726,0.0029224961,0.0048374708,0.0065509664,0.0107861091,0.0119254627,0.0037824071,0.0059516801,0.0040614981,0.0047014962,0.0059583465,0.008799555,0.0104555787,0.0068193631,0.0084853187,0.00630083,0.0060899387,0.0076746635,0.009521085,0.0082938782,0.0009850056,0.0034764666,0.00401954,0.0043498622,0.005043331,0.0048243449,0.0012756644,0.0006469952,0.0005182532,0.0005651752,0.000968587,0.000948008,0.0004249984,0.0004822117,0.0019389433,0.0025215067,0.0004479236,0.000339927,0.0003337104,0.000787724,0.0017465044,0.0008739927,0.0003593544,0.0005525397
0.0200361425,0.0215364249,0.0235797597,0.0172105249,0.0158874079,0.0382915588,0.0385443322,0.0397064637,0.0350055088,0.039198898,0.0339096996,0.0272048892,0.0375622,0.0432851833,0.0456010391,0.04376845,0.0462812124,0.0352553336,0.0292497869,0.02201268,0.0260921813,0.0296431954,0.0281654978,0.0299791024,0.026208601,0.0197773481,0.0092557952,0.0113801575,0.0179794258,0.0211568006,0.0261418161,0.0245356952,0.0176528966,0.0047117615,0.0068434151,0.0104002472,0.0124750839,0.0170238007,0.0185970702,0.0173513252,0.0027677245,0.0043701443,0.0072481243,0.0089766212,0.0127850742,0.0152853438,0.0147693186,0.0009166442,0.0027934303,0.003814371,0.0062201544,0.0091070076,0.0132434892,0.0129893818,0.0010238021,0.0033887086,0.0036778538,0.0056276749,0.0074422297,0.0115504796,0.0126090886,0.0045076454,0.0068315032,0.0050099929,0.0056643708,0.0069221487,0.00960995,0.0109614698,0.0081144159,0.0098406825,0.0075987306,0.0073693243,0.008894119,0.0104271936,0.0089666259,0.0017438897,0.0046228542,0.0048784626,0.0053697327,0.0060471667,0.0055653228,0.0016133522,0.0008195273,0.0006294279,0.0007419836,0.0013087448,0.0012853808,0.0005125275,0.0006206698,0.0027873281,0.002826956,0.0005720637,0.0003688232,0.0003915431,0.0010733057,0.0022449809,0.001065975,0.0005552278,0.0008492567
0.0189966443,0.0199359334,0.0216983411,0.0153264003,0.0140512514,0.0372073666,0.0371462553,0.0380115577,0.0330765852,0.0369077242,0.0315230878,0.0252441565,0.0368136161,0.0419228844,0.0438789,0.0418457229,0.0441148247,0.0333948567,0.0273893512,0.0223277151,0.0260485931,0.0292101446,0.0273987615,0.029004839,0.0251784433,0.0185553772,0.0097086051,0.0118127711,0.018404361,0.0212513473,0.0259623176,0.0241651595,0.0168270524,0.0053337536,0.007408667,0.0110019635,0.0129791497,0.0173544312,0.018711054,0.0169864865,0.003138602,0.004868618,0.0077895171,0.0095839371,0.013405127,0.015712308,0.0147694865,0.0011476416,0.0033024668,0.0043181569,0.0067526842,0.0096943304,0.0138045049,0.0133795999,0.0014249522,0.0042319985,0.0043955279,0.0062414696,0.0081677542,0.0123012141,0.0134012853,0.0053001094,0.0078341787,0.0060320431,0.0065860965,0.0079464253,0.0106203517,0.0117459197,0.0095647619,0.0112831011,0.0089019722,0.0085925143,0.010072271,0.0114121462,0.009767507,0.0026139304,0.005899675,0.0058564926,0.0065082071,0.007079721,0.0064631996,0.0020729738,0.0010219707,0.0008592392,0.0009632364,0.0017430903,0.0016757622,0.0006385678,0.0007967014,0.0036062552,0.003139058,0.000713298,0.0003930416,0.0004324474,0.0014253799,0.0027015436,0.0013306714,0.000854658,0.0012273546
0.0175779156,0.0180968678,0.0197016162,0.0134376733,0.0122577522,0.0354695337,0.0351957607,0.0357934874,0.0307547303,0.0342638461,0.0288745241,0.0231163227,0.0354087605,0.0399124673,0.0416138724,0.0395047429,0.0414968165,0.0312303476,0.0252959913,0.0221839045,0.0256140016,0.0283969095,0.026346517,0.0277906716,0.0240042197,0.0172566321,0.0099932287,0.0120170846,0.0185461583,0.0211234895,0.025575838,0.0236573409,0.0159431168,0.0057662888,0.0078398431,0.0114000775,0.0133573945,0.0175835292,0.0187613271,0.016681538,0.0034827457,0.0053249973,0.0082353077,0.0100740143,0.0139556256,0.0161173371,0.0149132116,0.0013971267,0.0037530503,0.0047102221,0.0072313168,0.0102559908,0.0143863293,0.0139454741,0.0019336138,0.0049648312,0.0050880804,0.006805787,0.0088432577,0.0132049994,0.0144158993,0.0061578199,0.0088758443,0.0071406475,0.0076175932,0.0091435696,0.0118632842,0.0128275755,0.011256762,0.0128847401,0.0102329481,0.0098985147,0.0114317727,0.0125996649,0.0107786256,0.0036922948,0.0072815906,0.0071045866,0.0076727007,0.0083025731,0.0075845119,0.002871813,0.0012637809,0.001299125,0.0012489157,0.0022292129,0.0021837308,0.000831117,0.0009104299,0.0045544688,0.0035146437,0.0008534734,0.0004409647,0.0005112522,0.0017942655,0.0034086351,0.0016198206,0.0012685457,0.001591111
0.0159747957,0.0161009931,0.0176450038,0.0116897746,0.0105651164,0.033386305,0.0329008448,0.0332995871,0.0282832446,0.0314281798,0.026145863,0.0209817827,0.0336986737,0.0376563152,0.0390761948,0.0369997025,0.0387237685,0.0289378595,0.0230745615,0.021781116,0.0249898676,0.0274358015,0.0251870267,0.0265466649,0.0227983131,0.0159579451,0.0101739798,0.0121136274,0.0185405892,0.0209195227,0.0251322437,0.0231290782,0.0151160444,0.006140502,0.0081905216,0.0116997874,0.0136627753,0.0178211178,0.0188711891,0.0165645628,0.0038095913,0.0057695695,0.0086062869,0.0106150529,0.0145023691,0.0166219547,0.0153447344,0.0016958147,0.004158531,0.0051234087,0.0076872391,0.0109784301,0.0150846239,0.0147750192,0.0024990558,0.0056154074,0.0057392414,0.0074712862,0.0096319712,0.014306265,0.0157207009,0.00703767,0.0101189489,0.0083328663,0.0089063669,0.0105876074,0.0133286231,0.014186255,0.0130796296,0.0146492066,0.0116363735,0.0114255003,0.0131563182,0.0140642212,0.0119880452,0.0049674344,0.0088420282,0.0085576917,0.0089564253,0.0097582248,0.0088274613,0.0039370434,0.0015656213,0.0020033111,0.0018254512,0.0028456396,0.0030245272,0.0012084586,0.0010131272,0.0056203519,0.0039768419,0.001049039,0.0005263201,0.0006212335,0.0021303524,0.0042160787,0.0020204769,0.0017225366,0.0019110607
0.0143370779,0.0141107538,0.0156262092,0.0099920775,0.0090108335,0.0312712338,0.0305779846,0.0308402453,0.0259094682,0.0286382747,0.0235286629,0.0189530383,0.0319629275,0.0354843873,0.0366304599,0.034586814,0.0360859694,0.0267173959,0.0209164169,0.0213386344,0.024357719,0.0265052499,0.0241105603,0.0254008746,0.0216300029,0.0147675787,0.0103592944,0.0122297904,0.0185442695,0.0207431551,0.0247477048,0.0226777635,0.0144057547,0.0065633233,0.0085635883,0.0120277819,0.0139997377,0.0181108915,0.0190590781,0.0165434625,0.0040884327,0.0062703976,0.008943161,0.0111951258,0.0150572666,0.017201275,0.0159571376,0.0020039676,0.004622733,0.0055884153,0.0081534115,0.0118289422,0.0158946436,0.0157198057,0.0030315809,0.0063102078,0.0063518301,0.0082228965,0.0104785296,0.0154700498,0.0171607519,0.0079115955,0.0115206707,0.0095778037,0.01028781,0.0121321471,0.014905263,0.0156895843,0.0148806893,0.0164752308,0.0131478398,0.0130990852,0.0149893837,0.0156757927,0.0133798758,0.0063292432,0.0105841353,0.0101167102,0.010306455,0.0112781309,0.010144721,0.0051386097,0.0018873263,0.0029435811,0.0025987823,0.0035414244,0.0040700943,0.0017945305,0.0011860256,0.0067123663,0.0045862936,0.0013344922,0.0007029902,0.0007960073,0.0024772124,0.0051545056,0.002484474,0.00223701,0.0022736499
0.0126925971,0.012385031,0.0139302316,0.0083358469,0.0076735077,0.0293200932,0.0284577825,0.0287010476,0.0237975657,0.0261390466,0.0212656607,0.0172194084,0.0304264125,0.0336407911,0.0345187884,0.0324802239,0.033794241,0.024782037,0.0190085734,0.0209658174,0.0238477716,0.0257289693,0.0232332577,0.0244402007,0.0205864334,0.0138447707,0.0106647191,0.0124518791,0.0186846343,0.0206799725,0.0245013506,0.0223550366,0.0139360058,0.0069874528,0.008934965,0.0124019638,0.0143782371,0.01845489,0.0193663271,0.0166690304,0.0043918537,0.0067415941,0.0093208929,0.0118225003,0.0156505897,0.0178562734,0.0168133196,0.0022735134,0.005060311,0.0060060441,0.0087374664,0.0127171005,0.0167555045,0.0167503447,0.0034822613,0.0070977063,0.0070987913,0.0091544772,0.0114432166,0.0166168481,0.0186657907,0.0089048924,0.0129743064,0.0110336359,0.011653891,0.0137007267,0.0164533892,0.0173516229,0.0166189115,0.0183164391,0.0149426473,0.0148836915,0.0168387812,0.0173111461,0.0149815625,0.0076240686,0.0123376943,0.0118586448,0.0117106791,0.0128185283,0.0114652425,0.006342117,0.0022764462,0.0042961252,0.0035346871,0.0044022249,0.0051561849,0.002616524,0.0014844281,0.0080713302,0.005480462,0.0017947879,0.0010077595,0.0012063873,0.0028968368,0.0062636275,0.0029044123,0.0028221916,0.0026703685
0.0112080844,0.0107851218,0.0123644108,0.0068259891,0.0065199203,0.0275605487,0.0266041611,0.026794085,0.0218992591,0.0239039642,0.0192184994,0.0156746438,0.0291077847,0.0320721156,0.0327184798,0.0306238827,0.0317605037,0.0230409156,0.0173361151,0.0206857905,0.0234437773,0.02506302,0.0224468147,0.0236118199,0.0196600593,0.0130323061,0.0110063932,0.012746825,0.018880909,0.020668371,0.0242898282,0.0220745498,0.0135955608,0.0074005748,0.0093192465,0.0127989542,0.0147761144,0.0188078302,0.0197101104,0.0168656813,0.0047866559,0.007189294,0.0097447,0.0124505991,0.0162760144,0.0185205715,0.0176603588,0.0025267346,0.0054884622,0.006394795,0.0093528581,0.0135537828,0.0175790794,0.0178002799,0.0039096048,0.0078505831,0.0079542862,0.0100717925,0.0124340897,0.0177436608,0.0200549864,0.0099169947,0.0144289853,0.012540852,0.0131120934,0.0151586271,0.0179147251,0.0189207757,0.0183476596,0.0201770558,0.0168111231,0.0166795212,0.018591141,0.0189074065,0.0165724605,0.0088769023,0.0140340927,0.013583019,0.013136854,0.014354185,0.0128055209,0.0074835795,0.002734397,0.005782644,0.0045177332,0.0053879033,0.0062658939,0.0034172514,0.0018727158,0.0095948133,0.0064477762,0.0022230426,0.0013118166,0.0016939307,0.0033551023,0.0074560282,0.00337264,0.0034595839,0.0030992374
